Location,Date,Total_Confirmed,Total_Deaths,Daily_Confirmed,Daily_Deaths
Saint Kitts and Nevis,2021-04-26,44,0,0,0
Saint Kitts and Nevis,2021-04-25,44,0,0,0
Saint Kitts and Nevis,2021-04-24,44,0,0,0
Saint Kitts and Nevis,2021-04-23,44,0,0,0
Saint Kitts and Nevis,2021-04-22,44,0,0,0
Saint Kitts and Nevis,2021-04-21,44,0,0,0
Saint Kitts and Nevis,2021-04-20,44,0,0,0
Saint Kitts and Nevis,2021-04-19,44,0,0,0
Saint Kitts and Nevis,2021-04-18,44,0,0,0
Saint Kitts and Nevis,2021-04-17,44,0,0,0
Saint Kitts and Nevis,2021-04-16,44,0,0,0
Saint Kitts and Nevis,2021-04-15,44,0,0,0
Saint Kitts and Nevis,2021-04-14,44,0,0,0
Saint Kitts and Nevis,2021-04-13,44,0,0,0
Saint Kitts and Nevis,2021-04-12,44,0,0,0
Saint Kitts and Nevis,2021-04-11,44,0,0,0
Saint Kitts and Nevis,2021-04-10,44,0,0,0
Saint Kitts and Nevis,2021-04-09,44,0,0,0
Saint Kitts and Nevis,2021-04-08,44,0,0,0
Saint Kitts and Nevis,2021-04-07,44,0,0,0
Saint Kitts and Nevis,2021-04-06,44,0,0,0
Saint Kitts and Nevis,2021-04-05,44,0,0,0
Saint Kitts and Nevis,2021-04-04,44,0,0,0
Saint Kitts and Nevis,2021-04-03,44,0,0,0
Saint Kitts and Nevis,2021-04-02,44,0,0,0
Saint Kitts and Nevis,2021-04-01,44,0,0,0
Saint Lucia,2021-04-30,4552,74,18,0
Saint Lucia,2021-04-29,4534,74,26,0
Saint Lucia,2021-04-28,4508,74,0,0
Saint Lucia,2021-04-27,4508,74,6,1
Saint Lucia,2021-04-26,4502,73,16,3
Saint Lucia,2021-04-25,4486,70,23,0
Saint Lucia,2021-04-24,4463,70,8,0
Saint Lucia,2021-04-23,4455,70,0,0
Saint Lucia,2021-04-22,4455,70,11,0
Saint Lucia,2021-04-21,4444,70,25,1
Saint Lucia,2021-04-20,4419,69,0,0
Saint Lucia,2021-04-19,4419,69,18,2
Saint Lucia,2021-04-18,4401,67,0,0
Saint Lucia,2021-04-17,4401,67,3,2
Saint Lucia,2021-04-16,4398,65,43,1
Saint Lucia,2021-04-15,4355,64,0,0
Saint Lucia,2021-04-14,4355,64,0,0
Saint Lucia,2021-04-13,4355,64,0,0
Saint Lucia,2021-04-12,4355,64,7,0
Saint Lucia,2021-04-11,4348,64,1,0
Saint Lucia,2021-04-10,4347,64,18,0
Saint Lucia,2021-04-09,4329,64,17,1
Saint Lucia,2021-04-08,4312,63,8,0
Saint Lucia,2021-04-07,4304,63,7,0
Saint Lucia,2021-04-06,4297,63,24,2
Saint Lucia,2021-04-05,4273,61,0,0
Saint Lucia,2021-04-04,4273,61,0,0
Saint Lucia,2021-04-03,4273,61,8,0
Saint Lucia,2021-04-02,4265,61,20,0
Saint Lucia,2021-04-01,4245,61,7,1
Saint Vincent and the Grenadines,2021-04-30,1864,11,9,0
Saint Vincent and the Grenadines,2021-04-29,1855,11,5,0
Saint Vincent and the Grenadines,2021-04-28,1850,11,6,0
Saint Vincent and the Grenadines,2021-04-27,1844,11,5,1
Saint Vincent and the Grenadines,2021-04-26,1839,10,9,0
Saint Vincent and the Grenadines,2021-04-25,1830,10,0,0
Saint Vincent and the Grenadines,2021-04-24,1830,10,3,0
Saint Vincent and the Grenadines,2021-04-23,1827,10,0,0
Saint Vincent and the Grenadines,2021-04-22,1827,10,0,0
Saint Vincent and the Grenadines,2021-04-21,1827,10,8,0
Saint Vincent and the Grenadines,2021-04-20,1819,10,0,0
Saint Vincent and the Grenadines,2021-04-19,1819,10,0,0
Saint Vincent and the Grenadines,2021-04-18,1819,10,0,0
Saint Vincent and the Grenadines,2021-04-17,1819,10,0,0
Saint Vincent and the Grenadines,2021-04-16,1819,10,1,0
Saint Vincent and the Grenadines,2021-04-15,1818,10,6,0
Saint Vincent and the Grenadines,2021-04-14,1812,10,6,0
Saint Vincent and the Grenadines,2021-04-13,1806,10,0,0
Saint Vincent and the Grenadines,2021-04-12,1806,10,14,0
Saint Vincent and the Grenadines,2021-04-11,1792,10,2,0
Saint Vincent and the Grenadines,2021-04-10,1790,10,1,0
Saint Vincent and the Grenadines,2021-04-09,1789,10,15,0
Saint Vincent and the Grenadines,2021-04-08,1774,10,8,0
Saint Vincent and the Grenadines,2021-04-07,1766,10,1,0
Saint Vincent and the Grenadines,2021-04-06,1765,10,1,0
Saint Vincent and the Grenadines,2021-04-05,1764,10,6,0
Saint Vincent and the Grenadines,2021-04-04,1758,10,3,0
Saint Vincent and the Grenadines,2021-04-03,1755,10,1,0
Saint Vincent and the Grenadines,2021-04-02,1754,10,4,0
Saint Vincent and the Grenadines,2021-04-01,1750,10,2,0
Samoa,2021-04-30,3,0,0,0
Samoa,2021-04-29,3,0,0,0
Samoa,2021-04-28,3,0,0,0
Samoa,2021-04-27,3,0,0,0
Samoa,2021-04-26,3,0,0,0
Samoa,2021-04-25,3,0,0,0
Samoa,2021-04-24,3,0,0,0
Samoa,2021-04-23,3,0,0,0
Samoa,2021-04-22,3,0,0,0
Samoa,2021-04-21,3,0,0,0
Samoa,2021-04-20,3,0,0,0
Samoa,2021-04-19,3,0,0,0
Samoa,2021-04-18,3,0,0,0
Samoa,2021-04-17,3,0,0,0
Samoa,2021-04-16,3,0,0,0
Samoa,2021-04-15,3,0,0,0
Samoa,2021-04-14,3,0,0,0
Samoa,2021-04-13,3,0,0,0
Samoa,2021-04-12,3,0,0,0
Samoa,2021-04-11,3,0,0,0
Samoa,2021-04-10,3,0,0,0
Samoa,2021-04-09,3,0,0,0
Samoa,2021-04-08,3,0,0,0
Samoa,2021-04-07,3,0,0,0
Samoa,2021-04-06,3,0,0,0
Samoa,2021-04-05,3,0,0,0
Samoa,2021-04-04,3,0,0,0
Samoa,2021-04-03,3,0,0,0
Samoa,2021-04-02,3,0,0,0
Samoa,2021-04-01,3,0,0,0
San Marino,2021-04-30,5066,90,6,0
San Marino,2021-04-29,5060,90,1,0
San Marino,2021-04-28,5059,90,1,0
San Marino,2021-04-27,5058,90,3,0
San Marino,2021-04-26,5055,90,8,1
San Marino,2021-04-25,5047,89,0,0
San Marino,2021-04-24,5047,89,0,0
San Marino,2021-04-23,5047,89,2,1
San Marino,2021-04-22,5045,88,1,0
San Marino,2021-04-21,5044,88,4,0
San Marino,2021-04-20,5040,88,10,0
San Marino,2021-04-19,5030,88,4,1
San Marino,2021-04-18,5026,87,0,0
San Marino,2021-04-17,5026,87,10,0
San Marino,2021-04-16,5016,87,6,1
San Marino,2021-04-15,5010,86,6,0
San Marino,2021-04-14,5004,86,19,0
San Marino,2021-04-13,4985,86,23,0
San Marino,2021-04-12,4962,86,6,1
San Marino,2021-04-11,4956,85,0,0
San Marino,2021-04-10,4956,85,12,0
San Marino,2021-04-09,4944,85,12,0
San Marino,2021-04-08,4932,85,28,0
San Marino,2021-04-07,4904,85,40,0
San Marino,2021-04-06,4864,85,89,1
San Marino,2021-04-05,4775,84,0,0
San Marino,2021-04-04,4775,84,0,0
San Marino,2021-04-03,4775,84,0,0
San Marino,2021-04-02,4775,84,45,0
San Marino,2021-04-01,4730,84,0,0
Sao Tome and Principe,2021-04-30,2302,35,1,0
Sao Tome and Principe,2021-04-29,2301,35,0,0
Sao Tome and Principe,2021-04-28,2301,35,2,0
Sao Tome and Principe,2021-04-27,2299,35,0,0
Sao Tome and Principe,2021-04-26,2299,35,1,0
Sao Tome and Principe,2021-04-25,2298,35,1,0
Sao Tome and Principe,2021-04-24,2297,35,5,0
Sao Tome and Principe,2021-04-23,2292,35,0,0
Sao Tome and Principe,2021-04-22,2292,35,4,0
Sao Tome and Principe,2021-04-21,2288,35,5,0
Sao Tome and Principe,2021-04-20,2283,35,8,0
Sao Tome and Principe,2021-04-19,2275,35,0,0
Sao Tome and Principe,2021-04-18,2275,35,0,0
Sao Tome and Principe,2021-04-17,2275,35,3,0
Sao Tome and Principe,2021-04-16,2272,35,1,0
Sao Tome and Principe,2021-04-15,2271,35,2,0
Sao Tome and Principe,2021-04-14,2269,35,1,0
Sao Tome and Principe,2021-04-13,2268,35,1,0
Sao Tome and Principe,2021-04-12,2267,35,1,0
Sao Tome and Principe,2021-04-11,2266,35,3,0
Sao Tome and Principe,2021-04-10,2263,35,2,0
Sao Tome and Principe,2021-04-09,2261,35,6,0
Sao Tome and Principe,2021-04-08,2255,35,0,0
Sao Tome and Principe,2021-04-07,2255,35,7,0
Sao Tome and Principe,2021-04-06,2248,35,4,0
Sao Tome and Principe,2021-04-05,2244,35,4,0
Sao Tome and Principe,2021-04-04,2240,35,0,0
Sao Tome and Principe,2021-04-03,2240,35,4,1
Sao Tome and Principe,2021-04-02,2236,34,4,0
Sao Tome and Principe,2021-04-01,2232,34,9,0
Saudi Arabia,2021-04-30,417363,6957,1056,11
Saudi Arabia,2021-04-29,416307,6946,1026,11
Saudi Arabia,2021-04-28,415281,6935,1062,13
Saudi Arabia,2021-04-27,414219,6922,1045,9
Saudi Arabia,2021-04-26,413174,6913,958,13
Saudi Arabia,2021-04-25,412216,6900,953,13
Saudi Arabia,2021-04-24,411263,6887,1072,9
Saudi Arabia,2021-04-23,410191,6878,1098,9
Saudi Arabia,2021-04-22,409093,6869,1055,11
Saudi Arabia,2021-04-21,408038,6858,1028,12
Saudi Arabia,2021-04-20,407010,6846,1070,12
Saudi Arabia,2021-04-19,405940,6834,970,11
Saudi Arabia,2021-04-18,404970,6823,916,13
Saudi Arabia,2021-04-17,404054,6810,948,9
Saudi Arabia,2021-04-16,403106,6801,964,10
Saudi Arabia,2021-04-15,402142,6791,985,10
Saudi Arabia,2021-04-14,401157,6781,929,8
Saudi Arabia,2021-04-13,400228,6773,951,8
Saudi Arabia,2021-04-12,399277,6765,842,11
Saudi Arabia,2021-04-11,398435,6754,799,7
Saudi Arabia,2021-04-10,397636,6747,878,10
Saudi Arabia,2021-04-09,396758,6737,904,9
Saudi Arabia,2021-04-08,395854,6728,902,9
Saudi Arabia,2021-04-07,394952,6719,783,8
Saudi Arabia,2021-04-06,394169,6711,792,7
Saudi Arabia,2021-04-05,393377,6704,695,7
Saudi Arabia,2021-04-04,392682,6697,673,7
Saudi Arabia,2021-04-03,392009,6690,684,6
Saudi Arabia,2021-04-02,391325,6684,728,8
Saudi Arabia,2021-04-01,390597,6676,590,7
Senegal,2021-04-30,40344,1107,49,0
Senegal,2021-04-29,40295,1107,46,0
Senegal,2021-04-28,40249,1107,56,1
Senegal,2021-04-27,40193,1106,27,2
Senegal,2021-04-26,40166,1104,31,2
Senegal,2021-04-25,40135,1102,53,3
Senegal,2021-04-24,40082,1099,60,2
Senegal,2021-04-23,40022,1097,47,0
Senegal,2021-04-22,39975,1097,65,1
Senegal,2021-04-21,39910,1096,74,1
Senegal,2021-04-20,39836,1095,15,4
Senegal,2021-04-19,39821,1091,39,0
Senegal,2021-04-18,39782,1091,51,1
Senegal,2021-04-17,39731,1090,67,3
Senegal,2021-04-16,39664,1087,58,2
Senegal,2021-04-15,39606,1085,46,1
Senegal,2021-04-14,39560,1084,65,3
Senegal,2021-04-13,39495,1081,30,2
Senegal,2021-04-12,39465,1079,34,1
Senegal,2021-04-11,39431,1078,67,1
Senegal,2021-04-10,39364,1077,57,3
Senegal,2021-04-09,39307,1074,70,1
Senegal,2021-04-08,39237,1073,73,3
Senegal,2021-04-07,39164,1070,37,5
Senegal,2021-04-06,39127,1065,34,2
Senegal,2021-04-05,39093,1063,69,0
Senegal,2021-04-04,39024,1063,71,0
Senegal,2021-04-03,38953,1063,64,7
Senegal,2021-04-02,38889,1056,107,2
Senegal,2021-04-01,38782,1054,77,3
Serbia,2021-04-30,689557,6362,1613,25
Serbia,2021-04-29,687944,6337,2007,25
Serbia,2021-04-28,685937,6312,2138,26
Serbia,2021-04-27,683799,6286,2145,29
Serbia,2021-04-26,681654,6257,1987,30
Serbia,2021-04-25,679667,6227,1695,31
Serbia,2021-04-24,677972,6196,2068,32
Serbia,2021-04-23,675904,6164,2384,34
Serbia,2021-04-22,673520,6130,2719,35
Serbia,2021-04-21,670801,6095,2864,37
Serbia,2021-04-20,667937,6058,2965,32
Serbia,2021-04-19,664972,6026,2604,35
Serbia,2021-04-18,662368,5991,2069,37
Serbia,2021-04-17,660299,5954,2583,34
Serbia,2021-04-16,657716,5920,2846,39
Serbia,2021-04-15,654870,5881,2971,35
Serbia,2021-04-14,651899,5846,3154,38
Serbia,2021-04-13,648745,5808,3572,35
Serbia,2021-04-12,645173,5773,2965,38
Serbia,2021-04-11,642208,5735,2732,35
Serbia,2021-04-10,639476,5700,3058,41
Serbia,2021-04-09,636418,5659,3405,39
Serbia,2021-04-08,633013,5620,3625,41
Serbia,2021-04-07,629388,5579,3615,42
Serbia,2021-04-06,625773,5537,4398,40
Serbia,2021-04-05,621375,5497,3706,39
Serbia,2021-04-04,617669,5458,3304,36
Serbia,2021-04-03,614365,5422,4133,38
Serbia,2021-04-02,610232,5384,4826,39
Serbia,2021-04-01,605406,5345,4810,37
Seychelles,2021-04-30,5873,28,314,2
Seychelles,2021-04-29,5559,26,103,0
Seychelles,2021-04-28,5456,26,102,0
Seychelles,2021-04-27,5354,26,0,0
Seychelles,2021-04-26,5354,26,70,0
Seychelles,2021-04-25,5284,26,78,0
Seychelles,2021-04-24,5206,26,0,0
Seychelles,2021-04-23,5206,26,36,0
Seychelles,2021-04-22,5170,26,154,1
Seychelles,2021-04-21,5016,25,4,0
Seychelles,2021-04-20,5012,25,36,0
Seychelles,2021-04-19,4976,25,54,0
Seychelles,2021-04-18,4922,25,47,0
Seychelles,2021-04-17,4875,25,41,0
Seychelles,2021-04-16,4834,25,69,0
Seychelles,2021-04-15,4765,25,132,0
Seychelles,2021-04-14,4633,25,0,0
Seychelles,2021-04-13,4633,25,189,0
Seychelles,2021-04-12,4444,25,14,1
Seychelles,2021-04-11,4430,24,35,0
Seychelles,2021-04-10,4395,24,0,0
Seychelles,2021-04-09,4395,24,0,0
Seychelles,2021-04-08,4395,24,63,0
Seychelles,2021-04-07,4332,24,12,0
Seychelles,2021-04-06,4320,24,0,0
Seychelles,2021-04-05,4320,24,30,0
Seychelles,2021-04-04,4290,24,0,0
Seychelles,2021-04-03,4290,24,31,0
Seychelles,2021-04-02,4259,24,124,2
Seychelles,2021-04-01,4135,22,0,0
Sierra Leone,2021-04-30,4054,79,1,0
Sierra Leone,2021-04-29,4053,79,4,0
Sierra Leone,2021-04-28,4049,79,3,0
Sierra Leone,2021-04-27,4046,79,0,0
Sierra Leone,2021-04-26,4046,79,2,0
Sierra Leone,2021-04-25,4044,79,0,0
Sierra Leone,2021-04-24,4044,79,0,0
Sierra Leone,2021-04-23,4044,79,0,0
Sierra Leone,2021-04-22,4044,79,2,0
Sierra Leone,2021-04-21,4042,79,1,0
Sierra Leone,2021-04-20,4041,79,3,0
Sierra Leone,2021-04-19,4038,79,10,0
Sierra Leone,2021-04-18,4028,79,8,0
Sierra Leone,2021-04-17,4020,79,4,0
Sierra Leone,2021-04-16,4016,79,0,0
Sierra Leone,2021-04-15,4016,79,3,0
Sierra Leone,2021-04-14,4013,79,4,0
Sierra Leone,2021-04-13,4009,79,1,0
Sierra Leone,2021-04-12,4008,79,3,0
Sierra Leone,2021-04-11,4005,79,10,0
Sierra Leone,2021-04-10,3995,79,0,0
Sierra Leone,2021-04-09,3995,79,2,0
Sierra Leone,2021-04-08,3993,79,0,0
Sierra Leone,2021-04-07,3993,79,3,0
Sierra Leone,2021-04-06,3990,79,1,0
Sierra Leone,2021-04-05,3989,79,1,0
Sierra Leone,2021-04-04,3988,79,1,0
Sierra Leone,2021-04-03,3987,79,0,0
Sierra Leone,2021-04-02,3987,79,6,0
Sierra Leone,2021-04-01,3981,79,1,0
Singapore,2021-04-30,61145,30,24,0
Singapore,2021-04-29,61121,30,35,0
Singapore,2021-04-28,61086,30,23,0
Singapore,2021-04-27,61063,30,12,0
Singapore,2021-04-26,61051,30,45,0
Singapore,2021-04-25,61006,30,40,0
Singapore,2021-04-24,60966,30,23,0
Singapore,2021-04-23,60943,30,39,0
Singapore,2021-04-22,60904,30,24,0
Singapore,2021-04-21,60880,30,15,0
Singapore,2021-04-20,60865,30,14,0
Singapore,2021-04-19,60851,30,20,0
Singapore,2021-04-18,60831,30,23,0
Singapore,2021-04-17,60808,30,39,0
Singapore,2021-04-16,60769,30,34,0
Singapore,2021-04-15,60735,30,16,0
Singapore,2021-04-14,60719,30,27,0
Singapore,2021-04-13,60692,30,14,0
Singapore,2021-04-12,60678,30,25,0
Singapore,2021-04-11,60653,30,20,0
Singapore,2021-04-10,60633,30,32,0
Singapore,2021-04-09,60601,30,26,0
Singapore,2021-04-08,60575,30,21,0
Singapore,2021-04-07,60554,30,35,0
Singapore,2021-04-06,60519,30,24,0
Singapore,2021-04-05,60495,30,17,0
Singapore,2021-04-04,60478,30,10,0
Singapore,2021-04-03,60468,30,18,0
Singapore,2021-04-02,60450,30,43,0
Singapore,2021-04-01,60407,30,26,0
Slovakia,2021-04-30,382211,11684,467,37
Slovakia,2021-04-29,381744,11647,564,36
Slovakia,2021-04-28,381180,11611,682,39
Slovakia,2021-04-27,380498,11572,488,41
Slovakia,2021-04-26,380010,11531,99,36
Slovakia,2021-04-25,379911,11495,435,37
Slovakia,2021-04-24,379476,11458,841,53
Slovakia,2021-04-23,378635,11405,485,48
Slovakia,2021-04-22,378150,11357,677,53
Slovakia,2021-04-21,377473,11304,764,60
Slovakia,2021-04-20,376709,11244,642,72
Slovakia,2021-04-19,376067,11172,93,66
Slovakia,2021-04-18,375974,11106,638,63
Slovakia,2021-04-17,375336,11043,750,73
Slovakia,2021-04-16,374586,10970,636,93
Slovakia,2021-04-15,373950,10877,843,79
Slovakia,2021-04-14,373107,10798,1069,82
Slovakia,2021-04-13,372038,10716,870,86
Slovakia,2021-04-12,371168,10630,106,65
Slovakia,2021-04-11,371062,10565,589,78
Slovakia,2021-04-10,370473,10487,1080,76
Slovakia,2021-04-09,369393,10411,923,89
Slovakia,2021-04-08,368470,10322,1576,79
Slovakia,2021-04-07,366894,10243,1161,149
Slovakia,2021-04-06,365733,10094,333,0
Slovakia,2021-04-05,365400,10094,158,69
Slovakia,2021-04-04,365242,10025,620,77
Slovakia,2021-04-03,364622,9948,748,71
Slovakia,2021-04-02,363874,9877,1385,87
Slovakia,2021-04-01,362489,9790,1304,71
Slovenia,2021-04-30,240292,4250,953,7
Slovenia,2021-04-29,239339,4243,918,7
Slovenia,2021-04-28,238421,4236,398,15
Slovenia,2021-04-27,238023,4221,804,7
Slovenia,2021-04-26,237219,4214,191,6
Slovenia,2021-04-25,237028,4208,415,5
Slovenia,2021-04-24,236613,4203,902,8
Slovenia,2021-04-23,235711,4195,900,8
Slovenia,2021-04-22,234811,4187,744,11
Slovenia,2021-04-21,234067,4176,1036,4
Slovenia,2021-04-20,233031,4172,720,5
Slovenia,2021-04-19,232311,4167,240,8
Slovenia,2021-04-18,232071,4159,478,6
Slovenia,2021-04-17,231593,4153,767,6
Slovenia,2021-04-16,230826,4147,859,5
Slovenia,2021-04-15,229967,4142,891,7
Slovenia,2021-04-14,229076,4135,1240,5
Slovenia,2021-04-13,227836,4130,1050,4
Slovenia,2021-04-12,226786,4126,287,7
Slovenia,2021-04-11,226499,4119,549,7
Slovenia,2021-04-10,225950,4112,1251,12
Slovenia,2021-04-09,224699,4100,1283,3
Slovenia,2021-04-08,223416,4097,1526,5
Slovenia,2021-04-07,221890,4092,1192,3
Slovenia,2021-04-06,220698,4089,273,7
Slovenia,2021-04-05,220425,4082,284,7
Slovenia,2021-04-04,220141,4075,721,7
Slovenia,2021-04-03,219420,4068,1306,5
Slovenia,2021-04-02,218114,4063,1175,9
Slovenia,2021-04-01,216939,4054,1337,7
Solomon Islands,2021-04-30,20,0,0,0
Solomon Islands,2021-04-29,20,0,0,0
Solomon Islands,2021-04-28,20,0,0,0
Solomon Islands,2021-04-27,20,0,0,0
Solomon Islands,2021-04-26,20,0,0,0
Solomon Islands,2021-04-25,20,0,0,0
Solomon Islands,2021-04-24,20,0,0,0
Solomon Islands,2021-04-23,20,0,0,0
Solomon Islands,2021-04-22,20,0,0,0
Solomon Islands,2021-04-21,20,0,0,0
Solomon Islands,2021-04-20,20,0,0,0
Solomon Islands,2021-04-19,20,0,0,0
Solomon Islands,2021-04-18,20,0,0,0
Solomon Islands,2021-04-17,20,0,0,0
Solomon Islands,2021-04-16,20,0,1,0
Solomon Islands,2021-04-15,19,0,0,0
Solomon Islands,2021-04-14,19,0,0,0
Solomon Islands,2021-04-13,19,0,0,0
Solomon Islands,2021-04-12,19,0,0,0
Solomon Islands,2021-04-11,19,0,0,0
Solomon Islands,2021-04-10,19,0,0,0
Solomon Islands,2021-04-09,19,0,0,0
Solomon Islands,2021-04-08,19,0,0,0
Solomon Islands,2021-04-07,19,0,0,0
Solomon Islands,2021-04-06,19,0,0,0
Solomon Islands,2021-04-05,19,0,0,0
Solomon Islands,2021-04-04,19,0,0,0
Solomon Islands,2021-04-03,19,0,0,0
Solomon Islands,2021-04-02,19,0,0,0
Solomon Islands,2021-04-01,19,0,0,0
Somalia,2021-04-30,13915,713,0,0
Somalia,2021-04-29,13915,713,0,0
Somalia,2021-04-28,13915,713,0,0
Somalia,2021-04-27,13915,713,103,11
Somalia,2021-04-26,13812,702,142,4
Somalia,2021-04-25,13670,698,211,9
Somalia,2021-04-24,13459,689,0,0
Somalia,2021-04-23,13459,689,0,0
Somalia,2021-04-22,13459,689,0,0
Somalia,2021-04-21,13459,689,135,11
Somalia,2021-04-20,13324,678,0,0
Somalia,2021-04-19,13324,678,245,8
Somalia,2021-04-18,13079,670,242,14
Somalia,2021-04-17,12837,656,0,0
Somalia,2021-04-16,12837,656,0,0
Somalia,2021-04-15,12837,656,0,0
Somalia,2021-04-14,12837,656,271,38
Somalia,2021-04-13,12566,618,0,0
Somalia,2021-04-12,12566,618,160,0
Somalia,2021-04-11,12406,618,135,13
Somalia,2021-04-10,12271,605,0,0
Somalia,2021-04-09,12271,605,0,0
Somalia,2021-04-08,12271,605,293,29
Somalia,2021-04-07,11978,576,0,0
Somalia,2021-04-06,11978,576,70,8
Somalia,2021-04-05,11908,568,125,11
Somalia,2021-04-04,11783,557,279,20
Somalia,2021-04-03,11504,537,5,0
Somalia,2021-04-02,11499,537,0,0
Somalia,2021-04-01,11499,537,101,8
South Africa,2021-04-30,1581210,54350,1674,19
South Africa,2021-04-29,1579536,54331,1086,46
South Africa,2021-04-28,1578450,54285,1250,48
South Africa,2021-04-27,1577200,54237,880,51
South Africa,2021-04-26,1576320,54186,849,38
South Africa,2021-04-25,1575471,54148,1101,23
South Africa,2021-04-24,1574370,54125,1385,59
South Africa,2021-04-23,1572985,54066,1637,71
South Africa,2021-04-22,1571348,53995,1413,55
South Africa,2021-04-21,1569935,53940,1569,53
South Africa,2021-04-20,1568366,53887,853,130
South Africa,2021-04-19,1567513,53757,744,21
South Africa,2021-04-18,1566769,53736,1089,25
South Africa,2021-04-17,1565680,53711,1325,48
South Africa,2021-04-16,1564355,53663,1424,92
South Africa,2021-04-15,1562931,53571,1372,73
South Africa,2021-04-14,1561559,53498,1599,75
South Africa,2021-04-13,1559960,53423,847,67
South Africa,2021-04-12,1559113,53356,655,34
South Africa,2021-04-11,1558458,53322,931,66
South Africa,2021-04-10,1557527,53256,1285,30
South Africa,2021-04-09,1556242,53226,1267,53
South Africa,2021-04-08,1554975,53173,1366,62
South Africa,2021-04-07,1553609,53111,756,79
South Africa,2021-04-06,1552853,53032,437,37
South Africa,2021-04-05,1552416,52995,452,8
South Africa,2021-04-04,1551964,52987,463,33
South Africa,2021-04-03,1551501,52954,777,8
South Africa,2021-04-02,1550724,52946,1273,49
South Africa,2021-04-01,1549451,52897,1294,51
South Sudan,2021-04-30,10583,115,16,1
South Sudan,2021-04-29,10567,114,14,0
South Sudan,2021-04-28,10553,114,0,0
South Sudan,2021-04-27,10553,114,15,0
South Sudan,2021-04-26,10538,114,6,0
South Sudan,2021-04-25,10532,114,17,0
South Sudan,2021-04-24,10515,114,0,0
South Sudan,2021-04-23,10515,114,11,0
South Sudan,2021-04-22,10504,114,18,0
South Sudan,2021-04-21,10486,114,8,0
South Sudan,2021-04-20,10478,114,5,0
South Sudan,2021-04-19,10473,114,0,0
South Sudan,2021-04-18,10473,114,41,0
South Sudan,2021-04-17,10432,114,0,0
South Sudan,2021-04-16,10432,114,16,0
South Sudan,2021-04-15,10416,114,13,0
South Sudan,2021-04-14,10403,114,16,0
South Sudan,2021-04-13,10387,114,6,0
South Sudan,2021-04-12,10381,114,9,0
South Sudan,2021-04-11,10372,114,13,0
South Sudan,2021-04-10,10359,114,19,0
South Sudan,2021-04-09,10340,114,16,0
South Sudan,2021-04-08,10324,114,27,1
South Sudan,2021-04-07,10297,113,11,0
South Sudan,2021-04-06,10286,113,5,0
South Sudan,2021-04-05,10281,113,14,0
South Sudan,2021-04-04,10267,113,12,1
South Sudan,2021-04-03,10255,112,36,0
South Sudan,2021-04-02,10219,112,22,0
South Sudan,2021-04-01,10197,112,32,3
Spain,2021-04-30,3524077,78216,9135,136
Spain,2021-04-29,3514942,78080,10143,137
Spain,2021-04-28,3504799,77943,8665,88
Spain,2021-04-27,3496134,77855,7665,117
Spain,2021-04-26,3488469,77738,19852,147
Spain,2021-04-25,3468617,77591,0,0
Spain,2021-04-24,3468617,77591,0,0
Spain,2021-04-23,3468617,77591,11731,95
Spain,2021-04-22,3456886,77496,10814,132
Spain,2021-04-21,3446072,77364,17718,262
Spain,2021-04-20,3428354,77102,0,0
Spain,2021-04-19,3428354,77102,21071,121
Spain,2021-04-18,3407283,76981,0,0
Spain,2021-04-17,3407283,76981,0,0
Spain,2021-04-16,3407283,76981,10598,99
Spain,2021-04-15,3396685,76882,9663,126
Spain,2021-04-14,3387022,76756,10474,131
Spain,2021-04-13,3376548,76625,6292,100
Spain,2021-04-12,3370256,76525,22744,197
Spain,2021-04-11,3347512,76328,0,0
Spain,2021-04-10,3347512,76328,0,0
Spain,2021-04-09,3347512,76328,10875,149
Spain,2021-04-08,3336637,76179,9901,142
Spain,2021-04-07,3326736,76037,8788,126
Spain,2021-04-06,3317948,75911,6623,128
Spain,2021-04-05,3311325,75783,10360,85
Spain,2021-04-04,3300965,75698,0,0
Spain,2021-04-03,3300965,75698,9571,157
Spain,2021-04-02,3291394,75541,0,0
Spain,2021-04-01,3291394,75541,7041,82
Sri Lanka,2021-04-30,108146,678,1662,17
Sri Lanka,2021-04-29,106484,661,1531,0
Sri Lanka,2021-04-28,104953,661,1466,14
Sri Lanka,2021-04-27,103487,647,1111,0
Sri Lanka,2021-04-26,102376,647,997,5
Sri Lanka,2021-04-25,101379,642,793,4
Sri Lanka,2021-04-24,100586,638,1068,4
Sri Lanka,2021-04-23,99518,634,796,0
Sri Lanka,2021-04-22,98722,634,672,4
Sri Lanka,2021-04-21,98050,630,578,10
Sri Lanka,2021-04-20,97472,620,367,0
Sri Lanka,2021-04-19,97105,620,309,2
Sri Lanka,2021-04-18,96796,618,442,3
Sri Lanka,2021-04-17,96354,615,168,0
Sri Lanka,2021-04-16,96186,615,237,7
Sri Lanka,2021-04-15,95949,608,230,6
Sri Lanka,2021-04-14,95719,602,99,0
Sri Lanka,2021-04-13,95620,602,226,4
Sri Lanka,2021-04-12,95394,598,263,0
Sri Lanka,2021-04-11,95131,598,283,3
Sri Lanka,2021-04-10,94848,595,284,2
Sri Lanka,2021-04-09,94564,593,311,2
Sri Lanka,2021-04-08,94253,591,343,3
Sri Lanka,2021-04-07,93910,588,220,2
Sri Lanka,2021-04-06,93690,586,95,5
